BOROUGH,BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
BRONX,2215,116,5360 BROADWAY,10463,MARBLE HILL,MARBLE HILL,8,NA
BRONX,2215,116,5250 BROADWAY,10463,MARBLE HILL,MARBLE HILL,8,NA
BRONX,2215,116,69 WEST 225TH STREET,10463,MARBLE HILL,MARBLE HILL,8,NA
BRONX,2215,116,49 WEST 225TH STREET,10463,MARBLE HILL,MARBLE HILL,8,NA
BRONX,2215,623,125 WEST 228TH STREET,10463,MARBLE HILL,MARBLE HILL,8,NA
BRONX,2263,19,180 BROOK AVENUE,10454,MILL BROOK,MILL BROOK,1,NA
BRONX,2263,19,520 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,1,NA
BRONX,2263,19,530 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,1,NA
BRONX,2269,100,404 BROOK AVENUE,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,511 EAST 143RD STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,515 EAST 143RD STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,535 EAST 143RD STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,545 EAST 143RD STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,555 EAST 143RD STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,510 EAST 144TH STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,550 EAST 144TH STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,540 EAST 144TH STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,530 EAST 144TH STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,520 EAST 144TH STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2269,100,560 EAST 144TH STREET,10454,BETANCES I,BETANCES,1,NA
BRONX,2271,1,505 EAST 144TH STREET,10454,"BETANCES II, 9A",BETANCES,1,NA
BRONX,2271,1,511 EAST 144TH STREET,10454,"BETANCES II, 9A",BETANCES,1,NA
BRONX,2271,20,423 SAINT ANNS AVENUE,10454,"BETANCES III, 9A",BETANCES,1,NA
BRONX,2272,5,521 EAST 146TH STREET,10455,BETANCES V,BETANCES,1,NA
BRONX,2272,38,525 EAST 145TH STREET,10454,BETANCES V,BETANCES,1,NA
BRONX,2272,38,527 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2272,38,545 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2272,38,547 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2282,57,463 EAST 137TH STREET,10454,"BETANCES II, 18",MITCHEL,1,NA
BRONX,2291,23,433 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,435 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,437 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,439 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,441 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,417 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,419 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,421 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,423 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,425 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,427 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,429 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,431 EAST 146TH STREET,10455,BETANCES IV,BETANCES,1,NA
BRONX,2291,23,411 EAST 146TH STREET,10455,BETANCES V,BETANCES,1,NA
BRONX,2291,23,413 EAST 146TH STREET,10455,BETANCES V,BETANCES,1,NA
BRONX,2291,23,415 EAST 146TH STREET,10455,BETANCES V,BETANCES,1,NA
BRONX,2298,40,352 EAST 137TH STREET,10454,MITCHEL,MITCHEL,1,NA
BRONX,2298,40,362 EAST 137TH STREET,10454,MITCHEL,MITCHEL,1,NA
BRONX,2298,40,227 WILLIS AVENUE,10454,MITCHEL,MITCHEL,1,NA
BRONX,2298,40,177 WILLIS AVENUE,10454,MITCHEL,MITCHEL,1,NA
BRONX,2303,21,390 EAST 141ST STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2304,1,342 ALEXANDER AVENUE,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2304,1,385 EAST 141ST STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2304,1,353 EAST 141ST STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2304,1,355 EAST 141ST STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2304,1,352 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2304,1,382 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2306,9,357 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2306,9,383 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2306,9,385 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,NA
BRONX,2311,1,217 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,NA
BRONX,2311,1,207 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,NA
BRONX,2311,1,177 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,NA
BRONX,2311,1,185 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,NA
BRONX,2311,1,305 EAST 135TH STREET,10454,MITCHEL,MITCHEL,1,NA
BRONX,2311,1,302 EAST 138TH STREET,10454,MITCHEL,MITCHEL,1,NA
BRONX,2311,1,318 EAST 138TH STREET,10454,MITCHEL,MITCHEL,1,NA
BRONX,2311,1,182 LINCOLN AVENUE,10454,MITCHEL,MITCHEL,1,NA
BRONX,2324,1,325 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2324,1,281 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2324,1,271 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2324,1,291 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2324,1,328 EAST 145TH STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2324,1,424 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,2595 3RD AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,2645 3RD AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,2635 3RD AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,2625 3RD AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,2615 3RD AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,324 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,300 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,308 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,320 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,360 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2325,1,370 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,NA
BRONX,2372,1,1174 WASHINGTON AVENUE,10456,1162-1176 WASHINGTON AVENUE,CLAREMONT CONSOLIDATED,3,NA
BRONX,2372,1,1176 WASHINGTON AVENUE,10456,1162-1176 WASHINGTON AVENUE,CLAREMONT CONSOLIDATED,3,NA
BRONX,2390,24,3566 PARK AVENUE,10456,MORRISANIA,WEBSTER,3,NA
BRONX,2390,24,1287 WASHINGTON AVENUE,10456,MORRISANIA,WEBSTER,3,NA
BRONX,2395,1,423 EAST 168TH STREET,10456,WEBSTER,WEBSTER,3,NA
BRONX,2395,1,410 EAST 169TH STREET,10456,WEBSTER,WEBSTER,3,NA
BRONX,2395,1,422 EAST 169TH STREET,10456,WEBSTER,WEBSTER,3,NA
BRONX,2395,1,1270 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,NA
BRONX,2409,9059,3200 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,3,NA
BRONX,2409,9059,3204 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,3,NA
BRONX,2413,1,681 COURTLANDT AVENUE,10451,MELROSE,MELROSE,1,NA
BRONX,2413,1,685 COURTLANDT AVENUE,10451,MELROSE,MELROSE,1,NA
BRONX,2413,1,321 EAST 153RD STREET,10451,MELROSE,MELROSE,1,NA
BRONX,2413,1,325 EAST 153RD STREET,10451,MELROSE,MELROSE,1,NA
BRONX,2413,1,305 EAST 153RD STREET,10451,MELROSE,MELROSE,1,NA
BRONX,2413,1,281 EAST 153RD STREET,10451,MELROSE,MELROSE,1,NA
BRONX,2413,1,346 EAST 156TH STREET,10451,MELROSE,MELROSE,1,NA
BRONX,2413,1,700 MORRIS AVENUE,10451,MELROSE,MELROSE,1,NA
BRONX,2416,1,799 COURTLANDT AVENUE,10451,JACKSON,MORRISANIA AIR RIGHTS,1,NA
BRONX,2416,1,765 COURTLANDT AVENUE,10451,JACKSON,MORRISANIA AIR RIGHTS,1,NA
BRONX,2416,1,285 EAST 156TH STREET,10451,JACKSON,MORRISANIA AIR RIGHTS,1,NA
BRONX,2420,9078,3115 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,NA
BRONX,2427,4,1232 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,NA
BRONX,2429,1,1110 TELLER AVENUE,10456,TELLER AVENUE-EAST 166TH STREET,CLAREMONT CONSOLIDATED,4,NA
BRONX,2429,28,1119 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,NA
BRONX,2429,28,1123 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,NA
BRONX,2429,28,1127 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,NA
BRONX,2433,1,1030 COLLEGE AVENUE,10456,COLLEGE AVENUE-EAST 165TH STREET,CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,18,1156 COLLEGE AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,34,1117 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,34,1121 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,57,1122 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,57,1124 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,57,1134 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,80,1109 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,80,1113 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,NA
BRONX,2434,80,1117 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,NA
BRONX,2515,6,1182 NELSON AVENUE,10452,HIGHBRIDGE REHABS (NELSON AVENUE),KRAUS MANAGEMENT (PRIVATE - BX 2),4,NA
BRONX,2548,1,585 EAST 135TH STREET,10454,MILL BROOK,MILL BROOK,1,NA
BRONX,2548,1,580 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,1,NA
BRONX,2548,1,164 SAINT ANNS AVENUE,10454,MILL BROOK,MILL BROOK,1,NA
BRONX,2557,83,694 EAST 149TH STREET,10455,MOORE,SAINT MARY'S PARK,1,NA
BRONX,2557,83,535 JACKSON AVENUE,10455,MOORE,SAINT MARY'S PARK,1,NA
BRONX,2568,12,695 EAST 139TH STREET,10454,"BETANCES III, 13",MILL BROOK,1,NA
BRONX,2568,12,699 EAST 139TH STREET,10454,"BETANCES III, 13",MILL BROOK,1,NA
BRONX,2568,12,690 EAST 140TH STREET,10454,"BETANCES II, 13",MILL BROOK,1,NA
BRONX,2626,1,851 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,861 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,865 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,825 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,829 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,854 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,850 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,844 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,840 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,830 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,611 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,615 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,635 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2626,1,645 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,NA
BRONX,2628,1,679 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,1,NA
BRONX,2638,90,731 EAST 161ST STREET,10456,MCKINLEY,FOREST,3,NA
BRONX,2638,90,905 TINTON AVENUE,10456,MCKINLEY,FOREST,3,NA
BRONX,2639,1,765 EAST 163RD STREET,10456,FOREST,FOREST,3,NA
BRONX,2639,1,695 EAST 163RD STREET,10456,FOREST,FOREST,3,NA
BRONX,2639,1,965 TINTON AVENUE,10456,FOREST,FOREST,3,NA
BRONX,2639,1,975 TINTON AVENUE,10456,FOREST,FOREST,3,NA
BRONX,2639,1,1000 TRINITY AVENUE,10456,FOREST,FOREST,3,NA
BRONX,2640,1,750 EAST 166TH STREET,10456,FOREST,FOREST,3,NA
BRONX,2640,1,760 EAST 166TH STREET,10456,FOREST,FOREST,3,NA
BRONX,2665,1,680 TINTON AVENUE,10455,ADAMS,ADAMS,1,NA
BRONX,2665,1,690 TINTON AVENUE,10455,ADAMS,ADAMS,1,NA
BRONX,2680,1,817 EAST 166TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,819 EAST 166TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,822 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,820 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,1111 PROSPECT AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,1113 PROSPECT AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,1102 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,1100 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,1098 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,1,1096 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,13,817 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,13,813 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,13,811 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2680,19,1152 UNION AVENUE,10459,DAVIDSON,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2696,5,820 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,826 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,840 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,846 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,852 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,839 REV JAMES A POLITE AVENUE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,851 REV JAMES A POLITE AVENUE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,857 REV JAMES A POLITE AVENUE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2696,5,863 REV JAMES A POLITE AVENUE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,NA
BRONX,2740,13,867 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2740,16,859 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2740,18,855 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2740,21,847 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2740,22,843 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2740,25,835 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2740,27,831 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2740,30,823 HUNTS POINT AVENUE,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2748,25,1110 EAST 165TH STREET,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2749,25,1084 EAST 165TH STREET,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2749,25,1090 EAST 165TH STREET,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2749,25,1094 EAST 165TH STREET,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2751,33,1203 WESTCHESTER AVENUE,10459,WEST FARMS ROAD REHAB,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2756,10,1040 BRYANT AVENUE,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2756,10,1034 BRYANT AVENUE,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2756,10,1024 BRYANT AVENUE,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2756,10,1020 BRYANT AVENUE,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2756,10,1134 EAST 165TH STREET,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2756,10,1124 EAST 165TH STREET,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2756,10,1120 EAST 165TH STREET,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2757,1,1084 BRYANT AVENUE,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2757,1,1080 BRYANT AVENUE,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2757,1,1074 BRYANT AVENUE,10459,EAST 165TH STREET-BRYANT AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),2,NA
BRONX,2877,1,1551 UNIVERSITY AVENUE,10453,SEDGWICK,SEDGWICK,5,NA
BRONX,2877,1,166 WEST 174TH STREET,10453,SEDGWICK,SEDGWICK,5,NA
BRONX,2877,1,158 WEST 174TH STREET,10453,SEDGWICK,SEDGWICK,5,NA
BRONX,2894,1,1330 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2894,1,1332 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2894,1,1334 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2894,1,1350 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2894,1,1352 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2894,1,1378 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2895,1,1408 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2895,1,1410 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2895,1,1412 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2895,1,1432 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2895,1,1460 WEBSTER AVENUE,10456,BUTLER,BUTLER,3,NA
BRONX,2901,1,1373 WASHINGTON AVENUE,10456,MORRIS I,MORRIS,3,NA
BRONX,2901,1,1357 WASHINGTON AVENUE,10456,MORRIS I,MORRIS,3,NA
BRONX,2901,1,1343 WASHINGTON AVENUE,10456,MORRIS I,MORRIS,3,NA
BRONX,2902,36,1481 WASHINGTON AVENUE,10456,MORRIS II,MORRIS,3,NA
BRONX,2902,36,1465 WASHINGTON AVENUE,10456,MORRIS II,MORRIS,3,NA
BRONX,2910,1,3673 3RD AVENUE,10456,MORRIS I,MORRIS,3,NA
BRONX,2910,1,1350 WASHINGTON AVENUE,10456,MORRIS I,MORRIS,3,NA
BRONX,2910,1,1358 WASHINGTON AVENUE,10456,MORRIS I,MORRIS,3,NA
BRONX,2910,1,1372 WASHINGTON AVENUE,10456,MORRIS I,MORRIS,3,NA
BRONX,2911,1,500 EAST 171ST STREET,10457,MORRIS II,MORRIS,3,NA
BRONX,2911,1,1460 WASHINGTON AVENUE,10456,MORRIS II,MORRIS,3,NA
BRONX,2911,1,1480 WASHINGTON AVENUE,10456,MORRIS II,MORRIS,3,NA
BRONX,2928,28,3812 3RD AVENUE,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,3808 3RD AVENUE,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,3804 3RD AVENUE,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,560 CLAREMONT PARKWAY,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,550 CLAREMONT PARKWAY,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,544 CLAREMONT PARKWAY,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,1525 FULTON AVENUE,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,1531 FULTON AVENUE,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2928,28,1535 FULTON AVENUE,10457,CLAREMONT PARKWAY-FRANKLIN AVENUE,UNION AVENUE CONSOLIDATED,3,NA
BRONX,2944,1,1807 CROTONA AVENUE,10457,MURPHY,MURPHY,6,NA
BRONX,2944,1,615 CROTONA PARK NORTH,10457,MURPHY,MURPHY,6,NA
BRONX,2982,48,1527 HOE AVENUE,10460,EAST 173RD STREET-VYSE AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),3,NA
BRONX,2988,18,1475 VYSE AVENUE,10460,EAST 173RD STREET-VYSE AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),3,NA
BRONX,2988,18,1477 VYSE AVENUE,10460,EAST 173RD STREET-VYSE AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),3,NA
BRONX,2988,18,1481 VYSE AVENUE,10460,EAST 173RD STREET-VYSE AVENUE,BUILDING MANAGEMENT ASSOCIATES (PRIVATE - BX 1),3,NA
